frequence of Date attribute
    Type Description                     Count                   Percent
          2013-09-15                      2544                      0.62%
          2013-09-16                       183                      0.04%
          2013-09-19                       192                      0.05%
          2013-09-22                      2478                      0.61%
          2013-09-23                       178                      0.04%
          2013-09-26                       187                      0.05%
          2013-09-29                      2374                      0.58%
          2013-09-30                       172                      0.04%
          2013-10-03                       200                      0.05%
          2013-10-06                      2128                      0.52%
          2013-10-07                       158                      0.04%
          2013-10-10                       160                      0.04%
          2013-10-13                      2324                      0.57%
          2013-10-14                       165                      0.04%
          2013-10-17                       186                      0.05%
          2013-10-20                      2318                      0.57%
          2013-10-21                       184                      0.05%
          2013-10-24                       172                      0.04%
          2013-10-27                      1924                      0.47%
          2013-10-28                       159                      0.04%
          2013-10-31                       198                      0.05%
          2013-11-03                      1961                      0.48%
          2013-11-04                       172                      0.04%
          2013-11-07                       173                      0.04%
          2013-11-10                      2066                      0.51%
          2013-11-11                       165                      0.04%
          2013-11-14                       165                      0.04%
          2013-11-17                      2349                      0.58%
          2013-11-18                       157                      0.04%
          2013-11-21                       165                      0.04%
          2013-11-24                      2196                      0.54%
          2013-11-25                       156                      0.04%
          2013-11-28                       498                      0.12%
          2013-12-01                      2133                      0.52%
          2013-12-02                       169                      0.04%
          2013-12-05                       200                      0.05%
          2013-12-08                      2390                      0.59%
          2013-12-09                       165                      0.04%
          2013-12-12                       165                      0.04%
          2013-12-15                      2510                      0.62%
          2013-12-16                       169                      0.04%
          2013-12-22                      2587                      0.63%
          2013-12-23                       170                      0.04%
          2013-12-29                      2729                      0.67%
          2014-09-04                       171                      0.04%
          2014-09-07                      2392                      0.59%
          2014-09-08                       340                      0.08%
          2014-09-11                       166                      0.04%
          2014-09-14                      2465                      0.60%
          2014-09-15                       187                      0.05%
          2014-09-18                       172                      0.04%
          2014-09-21                      2465                      0.60%
          2014-09-22                       181                      0.04%
          2014-09-25                       178                      0.04%
          2014-09-28                      1981                      0.49%
          2014-09-29                       154                      0.04%
          2014-10-02                       175                      0.04%
          2014-10-05                      2348                      0.58%
          2014-10-06                       176                      0.04%
          2014-10-09                       184                      0.05%
          2014-10-12                      2397                      0.59%
          2014-10-13                       189                      0.05%
          2014-10-16                       188                      0.05%
          2014-10-19                      2260                      0.55%
          2014-10-20                       175                      0.04%
          2014-10-23                       173                      0.04%
          2014-10-26                      2341                      0.57%
          2014-10-27                       173                      0.04%
          2014-10-30                       171                      0.04%
          2014-11-02                      1968                      0.48%
          2014-11-03                       208                      0.05%
          2014-11-06                       187                      0.05%
          2014-11-09                      1943                      0.48%
          2014-11-10                       192                      0.05%
          2014-11-13                       169                      0.04%
          2014-11-16                      2086                      0.51%
          2014-11-17                       150                      0.04%
          2014-11-20                       181                      0.04%
          2014-11-23                      2311                      0.57%
          2014-11-24                       175                      0.04%
          2014-11-27                       519                      0.13%
          2014-11-30                      2147                      0.53%
          2014-12-01                       162                      0.04%
          2014-12-04                       174                      0.04%
          2014-12-07                      2484                      0.61%
          2014-12-08                       180                      0.04%
          2014-12-11                       180                      0.04%
          2014-12-14                      2457                      0.60%
          2014-12-15                       177                      0.04%
          2014-12-18                       168                      0.04%
          2014-12-20                       401                      0.10%
          2014-12-21                      2128                      0.52%
          2014-12-22                       182                      0.04%
          2014-12-28                      2771                      0.68%
          2015-09-10                       174                      0.04%
          2015-09-13                      2291                      0.56%
          2015-09-14                       357                      0.09%
          2015-09-17                       182                      0.04%
          2015-09-20                      2587                      0.63%
          2015-09-21                       167                      0.04%
          2015-09-24                       190                      0.05%
          2015-09-27                      2488                      0.61%
          2015-09-28                       196                      0.05%
          2015-10-01                       192                      0.05%
          2015-10-04                      2402                      0.59%
          2015-10-05                       158                      0.04%
          2015-10-08                       180                      0.04%
          2015-10-11                      2183                      0.54%
          2015-10-12                       177                      0.04%
          2015-10-15                       193                      0.05%
          2015-10-18                      2254                      0.55%
          2015-10-19                       191                      0.05%
          2015-10-22                       157                      0.04%
          2015-10-25                      2183                      0.54%
          2015-10-26                       169                      0.04%
          2015-10-29                       180                      0.04%
          2015-11-01                      2138                      0.52%
          2015-11-02                       215                      0.05%
          2015-11-05                       156                      0.04%
          2015-11-08                      2064                      0.51%
          2015-11-09                       180                      0.04%
          2015-11-12                       169                      0.04%
          2015-11-15                      2187                      0.54%
          2015-11-16                       175                      0.04%
          2015-11-19                       176                      0.04%
          2015-11-22                      2129                      0.52%
          2015-11-23                       185                      0.05%
          2015-11-26                       532                      0.13%
          2015-11-29                      2187                      0.54%
          2015-11-30                       175                      0.04%
          2015-12-03                       183                      0.04%
          2015-12-06                      2479                      0.61%
          2015-12-07                       167                      0.04%
          2015-12-10                       175                      0.04%
          2015-12-13                      2456                      0.60%
          2015-12-14                       180                      0.04%
          2015-12-17                       181                      0.04%
          2015-12-19                       171                      0.04%
          2015-12-20                      2343                      0.57%
          2015-12-21                       179                      0.04%
          2015-12-24                       208                      0.05%
          2015-12-26                       211                      0.05%
          2015-12-27                      2222                      0.55%
          2015-12-28                       183                      0.04%
          2016-01-03                      2872                      0.70%
          2016-09-08                       173                      0.04%
          2016-09-11                      2316                      0.57%
          2016-09-12                       348                      0.09%
          2016-09-15                       175                      0.04%
          2016-09-18                      2589                      0.64%
          2016-09-19                       171                      0.04%
          2016-09-22                       173                      0.04%
          2016-09-25                      2506                      0.61%
          2016-09-26                       184                      0.05%
          2016-09-29                       158                      0.04%
          2016-10-02                      2377                      0.58%
          2016-10-03                       184                      0.05%
          2016-10-06                       196                      0.05%
          2016-10-09                      2081                      0.51%
          2016-10-10                       174                      0.04%
          2016-10-13                       183                      0.04%
          2016-10-16                      2344                      0.57%
          2016-10-17                       173                      0.04%
          2016-10-20                       177                      0.04%
          2016-10-23                      2357                      0.58%
          2016-10-24                       178                      0.04%
          2016-10-27                       186                      0.05%
          2016-10-30                      2093                      0.51%
          2016-10-31                       164                      0.04%
          2016-11-03                       193                      0.05%
          2016-11-06                      1988                      0.49%
          2016-11-07                       183                      0.04%
          2016-11-10                       166                      0.04%
          2016-11-13                      2153                      0.53%
          2016-11-14                       175                      0.04%
          2016-11-17                       185                      0.05%
          2016-11-20                      2124                      0.52%
          2016-11-21                       173                      0.04%
          2016-11-24                       474                      0.12%
          2016-11-27                      2171                      0.53%
          2016-11-28                       173                      0.04%
          2016-12-01                       175                      0.04%
          2016-12-04                      2271                      0.56%
          2016-12-05                       161                      0.04%
          2016-12-08                       174                      0.04%
          2016-12-11                      2441                      0.60%
          2016-12-12                       192                      0.05%
          2016-12-15                       159                      0.04%
          2016-12-17                       164                      0.04%
          2016-12-18                      2259                      0.55%
          2016-12-19                       186                      0.05%
          2016-12-22                       189                      0.05%
          2016-12-24                      2192                      0.54%
          2016-12-25                       364                      0.09%
          2016-12-26                       172                      0.04%
          2017-01-01                      2819                      0.69%
          2017-09-07                       203                      0.05%
          2017-09-10                      2051                      0.50%
          2017-09-11                       336                      0.08%
          2017-09-14                       178                      0.04%
          2017-09-17                      2472                      0.61%
          2017-09-18                       154                      0.04%
          2017-09-21                       196                      0.05%
          2017-09-24                      2508                      0.62%
          2017-09-25                       176                      0.04%
          2017-09-28                       166                      0.04%
          2017-10-01                      2523                      0.62%
          2017-10-02                       171                      0.04%
          2017-10-05                       193                      0.05%
          2017-10-08                      2144                      0.53%
          2017-10-09                       182                      0.04%
          2017-10-12                       189                      0.05%
          2017-10-15                      2169                      0.53%
          2017-10-16                       171                      0.04%
          2017-10-19                       188                      0.05%
          2017-10-22                      2258                      0.55%
          2017-10-23                       176                      0.04%
          2017-10-26                       177                      0.04%
          2017-10-29                      1963                      0.48%
          2017-10-30                       186                      0.05%
          2017-11-02                       194                      0.05%
          2017-11-05                      1929                      0.47%
          2017-11-06                       161                      0.04%
          2017-11-09                       187                      0.05%
          2017-11-12                      2132                      0.52%
          2017-11-13                       171                      0.04%
          2017-11-16                       187                      0.05%
          2017-11-19                      2115                      0.52%
          2017-11-20                       184                      0.05%
          2017-11-23                       511                      0.13%
          2017-11-26                      2116                      0.52%
          2017-11-27                       184                      0.05%
          2017-11-30                       167                      0.04%
          2017-12-03                      2403                      0.59%
          2017-12-04                       174                      0.04%
          2017-12-07                       166                      0.04%
          2017-12-10                      2496                      0.61%
          2017-12-11                       186                      0.05%
          2017-12-14                       175                      0.04%
          2017-12-16                       344                      0.08%
          2017-12-17                      2133                      0.52%
          2017-12-18                       169                      0.04%
          2017-12-23                       344                      0.08%
          2017-12-24                      2153                      0.53%
          2017-12-25                       329                      0.08%
          2017-12-31                      2801                      0.69%
